Order_ID,Customer_ID,City,Restaurant_ID,Restaurant_Name,Cuisine,Order_Value,Delivery_Time(mins),Customer_Rating,Delivery_Partner_ID,Delivery_Partner_Rating,Commission_Earned(%),Distance_km,App_Session_Duration(sec),Used_Promo,Campaign_ID,Payment_Mode,Delivery_Status,New_User,Order_DateTime
OID107624,CID2438,Lucknow,RID3,Restaurant_180,Italian,399.37,52,3.3,DID3861,2.7,20.3,7.24,306,No,CAM20,Cash,Late,No,11/14/2023 16:00
OID107625,CID7496,Kolkata,RID155,Restaurant_68,Biryani,655.8,46,2.6,DID3329,4.8,23.7,5.38,145,No,CAM7,Credit Card,On Time,No,11/14/2023 17:00
OID107626,CID3645,Hyderabad,RID40,Restaurant_168,Bakery,251.39,27,3.8,DID1391,3.6,16.4,2.25,168,Yes,CAM6,UPI,Late,No,11/14/2023 18:00
OID107627,CID8534,Ahmedabad,RID7,Restaurant_62,North Indian,390.37,33,4.7,DID2611,4.4,22.3,5.49,114,No,CAM7,UPI,Late,No,11/14/2023 19:00
OID107628,CID7578,Lucknow,RID14,Restaurant_107,Thai,163.96,22,3.8,DID3861,2.8,21.6,5.11,,Yes,CAM4,Credit Card,On Time,Yes,11/14/2023 20:00
OID107629,CID3816,Delhi,RID88,Restaurant_78,Fast Food,455.81,29,3.3,DID4873,4.8,13,0.5,252,No,CAM6,UPI,On Time,Yes,11/14/2023 21:00
OID107630,CID3603,Bangalore,RID190,Restaurant_140,South Indian,232.71,33,4.4,DID1178,2.6,22.9,0.5,332,No,CAM8,Cash,On Time,Yes,11/14/2023 22:00
OID107631,CID4015,Delhi,RID171,Restaurant_88,Biryani,358.25,31,4.2,DID1981,2.6,18.9,5.12,195,Yes,CAM10,Net Banking,Cancelled,No,11/14/2023 23:00
OID107632,CID7965,Surat,RID101,Restaurant_20,Chinese,344.19,48,3.1,DID4627,2.6,9.8,8.57,182,Yes,CAM5,Cash,On Time,Yes,11/15/2023 0:00
OID107633,CID8082,Surat,RID46,Restaurant_114,Street Food,442.13,28,3.8,DID4565,2.8,24,5.03,-13,No,CAM14,Wallet,Cancelled,Yes,11/15/2023 1:00
OID107634,CID8126,Hyderabad,RID102,Restaurant_136,Biryani,317.08,21,4.2,DID1646,3.7,11,0.5,218,Yes,CAM13,Credit Card,Cancelled,No,11/15/2023 2:00
OID107635,CID8272,Jaipur,RID11,Restaurant_42,Continental,310.7,22,2.7,DID2121,4.5,16,1.28,202,No,CAM19,Credit Card,On Time,No,11/15/2023 3:00
OID107636,CID9433,Jaipur,RID124,Restaurant_179,Chinese,615.38,40,3.1,DID4614,3.2,15.9,5.75,201,Yes,CAM18,Credit Card,Cancelled,No,11/15/2023 4:00
OID107637,CID9435,Surat,RID2,Restaurant_116,Fast Food,442.69,15,2.3,DID3572,4.4,18.6,5.97,320,Yes,CAM2,Net Banking,Cancelled,No,11/15/2023 5:00
OID107638,CID1183,Ahmedabad,RID162,Restaurant_175,North Indian,315.84,30,5,DID3202,4.4,19.3,4.11,244,Yes,CAM14,UPI,Late,No,11/15/2023 6:00
OID107639,CID4190,Jaipur,RID46,Restaurant_93,Mexican,362.37,48,2.3,DID2195,4.8,12,3.53,167,Yes,CAM20,Wallet,On Time,No,11/15/2023 7:00
OID107640,CID8332,Bangalore,RID167,Restaurant_191,Thai,646.8,36,2.5,DID3730,2.9,14,6.09,128,Yes,CAM1,Net Banking,Cancelled,Yes,11/15/2023 8:00
OID107641,CID7505,Surat,RID73,Restaurant_127,Biryani,364.73,31,3.4,DID4753,2.8,10.5,6.71,107,Yes,CAM18,Net Banking,Late,No,11/15/2023 9:00
OID107642,CID2402,Mumbai,RID127,Restaurant_122,Chinese,296.61,32,4.6,DID1273,2.8,10.1,5.89,164,Yes,CAM16,Cash,Late,No,11/15/2023 10:00
OID107643,CID7474,Jaipur,RID74,Restaurant_52,Mexican,297.25,20,3.1,DID3859,3.4,22,2.59,230,Yes,CAM5,Credit Card,Cancelled,No,11/15/2023 11:00
OID107644,CID6322,Jaipur,RID132,Restaurant_16,Street Food,317.63,22,4.3,DID3975,3.7,20.8,6.3,31,Yes,CAM13,Wallet,On Time,No,11/15/2023 12:00
OID107645,CID3769,Lucknow,RID84,Restaurant_196,Continental,310.83,30,4,DID3958,3.7,15.5,3.79,,Yes,CAM4,Wallet,On Time,No,11/15/2023 13:00
OID107646,CID4068,Hyderabad,RID168,Restaurant_100,North Indian,208.05,35,3.9,DID4695,3.1,9.6,3.3,264,Yes,CAM15,Net Banking,Cancelled,No,11/15/2023 14:00
OID107647,CID9810,Jaipur,RID115,Restaurant_18,South Indian,231.37,43,4.5,DID1889,4.1,15.6,3.22,117,No,CAM14,UPI,Cancelled,No,11/15/2023 15:00
OID107648,CID1011,Chennai,RID160,Restaurant_67,Italian,275.6,33,,DID4722,3.3,13,4.54,186,No,CAM1,UPI,Late,Yes,11/15/2023 16:00
OID107649,CID8598,Chennai,RID134,Restaurant_101,Chinese,488.74,48,4.8,DID3021,3.4,21.2,5.64,121,Yes,CAM15,Wallet,On Time,Yes,11/15/2023 17:00
OID107650,CID5774,Ahmedabad,RID184,Restaurant_8,South Indian,342.81,51,4.5,DID2684,2.8,9.6,0.5,-17,No,CAM6,Wallet,Cancelled,No,11/15/2023 18:00
OID107651,CID4962,Jaipur,RID137,Restaurant_21,Bakery,368.93,42,4.8,DID4120,4,15.7,3.04,136,No,CAM7,UPI,On Time,Yes,11/15/2023 19:00
OID107652,CID6209,Mumbai,RID136,Restaurant_127,Biryani,590.51,47,4.4,DID3264,4.1,18.1,3.58,115,No,CAM10,Wallet,Late,Yes,11/15/2023 20:00
OID107653,CID9772,Kolkata,RID158,Restaurant_172,Biryani,594.25,20,,DID1496,4.4,24.8,6.57,262,Yes,CAM18,Net Banking,Cancelled,Yes,11/15/2023 21:00
OID107654,CID2739,Ahmedabad,RID44,Restaurant_66,Continental,357.68,18,2.6,DID2510,4.8,9.5,2.77,238,Yes,CAM8,UPI,Cancelled,No,11/15/2023 22:00
OID107655,CID3221,Kolkata,RID17,Restaurant_197,North Indian,305.37,38,3,DID1313,4.4,9.9,3.84,117,Yes,CAM17,Cash,Late,No,11/15/2023 23:00
OID107656,CID6299,Kolkata,RID60,Restaurant_23,South Indian,270.34,16,2.9,DID4094,3.1,24.8,6.12,303,No,CAM20,Credit Card,Cancelled,Yes,11/16/2023 0:00
OID107657,CID6593,Hyderabad,RID44,Restaurant_153,Street Food,503.92,29,2.3,DID1430,3.1,14.9,4.58,258,Yes,CAM8,Credit Card,On Time,Yes,11/16/2023 1:00
OID107658,CID8808,Indore,RID119,Restaurant_97,Thai,369.29,41,4.2,DID3066,4.8,20.6,7.57,179,Yes,CAM11,Wallet,Cancelled,Yes,11/16/2023 2:00
OID107659,CID8868,Chennai,RID59,Restaurant_79,South Indian,342.03,49,2.4,DID4139,4.5,21.3,4.2,226,No,CAM20,UPI,On Time,No,11/16/2023 3:00
OID107660,CID8616,Bangalore,RID137,Restaurant_7,Mexican,277.95,29,2.2,DID4192,4.5,13.3,8.27,124,Yes,CAM12,UPI,On Time,Yes,11/16/2023 4:00
OID107661,CID3495,Indore,RID31,Restaurant_186,Continental,284.55,24,4.3,DID2335,4.3,11.6,8.63,3,Yes,CAM8,Net Banking,Late,No,11/16/2023 5:00
OID107662,CID8107,Delhi,RID85,Restaurant_16,South Indian,448.01,36,4.7,DID2679,3.2,12.7,5.42,207,No,CAM17,Credit Card,On Time,No,11/16/2023 6:00
OID107663,CID6287,Jaipur,RID45,Restaurant_16,Continental,202.68,19,4.3,DID2847,4.6,21,5.34,91,Yes,CAM5,Wallet,On Time,No,11/16/2023 7:00
OID107664,CID9126,Hyderabad,RID40,Restaurant_187,South Indian,549.23,30,4.5,DID1675,2.9,22.3,5.62,182,Yes,CAM18,Credit Card,Cancelled,No,11/16/2023 8:00
OID107665,CID7228,Chennai,RID153,Restaurant_151,North Indian,319.92,32,3.8,DID2035,3.4,19.9,6.13,233,No,CAM1,Net Banking,Cancelled,No,11/16/2023 9:00
OID107666,CID5855,Jaipur,RID54,Restaurant_40,Fast Food,377.55,32,4.7,DID1849,3.4,15.5,4.75,45,Yes,CAM10,Net Banking,On Time,Yes,11/16/2023 10:00
OID107667,CID1408,Indore,RID45,Restaurant_84,Bakery,199.45,33,3.5,DID3072,3.9,12.5,6.84,217,No,CAM1,Net Banking,Late,No,11/16/2023 11:00
OID107668,CID9995,Mumbai,RID35,Restaurant_106,Thai,398.15,22,5,DID1182,3.7,15.2,5.5,266,Yes,CAM12,Wallet,On Time,Yes,11/16/2023 12:00
OID107669,CID4079,Bangalore,RID148,Restaurant_174,Thai,350.75,23,2.3,DID2893,3.6,23.5,7.27,34,No,CAM14,Cash,Late,No,11/16/2023 13:00
OID107670,CID7051,Chennai,RID117,Restaurant_131,Thai,392.49,23,4.4,DID1109,3.9,22.7,1.59,256,Yes,CAM4,UPI,Cancelled,No,11/16/2023 14:00
OID107671,CID9719,Bangalore,RID172,Restaurant_52,Chinese,620.76,13,3.9,DID1299,3.5,13.5,4.93,352,No,CAM5,Cash,Cancelled,Yes,11/16/2023 15:00
OID107672,CID1403,Indore,RID174,Restaurant_174,North Indian,426.65,36,3.7,DID3616,,13.6,6.53,180,No,CAM19,Credit Card,Cancelled,No,11/16/2023 16:00
OID107673,CID6195,Kolkata,RID45,Restaurant_85,Continental,280.8,43,4.2,DID3844,4.2,21.3,2.22,259,Yes,CAM20,Wallet,On Time,No,11/16/2023 17:00
OID107674,CID1480,Kolkata,RID198,Restaurant_154,South Indian,293.3,42,4.5,DID3767,4.5,15.3,5.36,120,Yes,CAM14,Cash,On Time,No,11/16/2023 18:00
OID107675,CID2186,Chennai,RID84,Restaurant_168,Mexican,489.27,29,,DID4070,3.7,17.7,5.72,274,No,CAM11,Wallet,On Time,No,11/16/2023 19:00
OID107676,CID5766,Ahmedabad,RID66,Restaurant_110,Thai,594.8,22,2.5,DID2891,4.1,15.2,7.96,241,Yes,CAM1,Credit Card,Late,Yes,11/16/2023 20:00
OID107677,CID3044,Chennai,RID10,Restaurant_33,Mexican,442.29,41,2.6,DID2561,3.8,12.1,3.82,,Yes,CAM18,Net Banking,Cancelled,No,11/16/2023 21:00
OID107678,CID8222,Bangalore,RID29,Restaurant_115,Street Food,503.31,40,2,DID2407,2.6,11.2,4.92,213,Yes,CAM5,Wallet,Cancelled,Yes,11/16/2023 22:00
OID107679,CID2791,Indore,RID76,Restaurant_134,North Indian,491.46,35,,DID4055,3.6,10.4,3.39,232,Yes,CAM13,Net Banking,Cancelled,No,11/16/2023 23:00
OID107680,CID7349,Kolkata,RID152,Restaurant_64,Chinese,612.86,53,2.8,DID2635,2.5,8.2,4.22,195,No,CAM19,UPI,Late,No,11/17/2023 0:00
OID107681,CID6401,Chennai,RID172,Restaurant_161,Chinese,107.56,32,4.2,DID4505,4.2,12.8,7.74,122,Yes,CAM12,Cash,Late,Yes,11/17/2023 1:00
OID107682,CID8910,Chennai,RID174,Restaurant_143,South Indian,500.08,29,3.4,DID1796,3.8,10.9,4.44,188,No,CAM18,Cash,Cancelled,No,11/17/2023 2:00
OID107683,CID4087,Delhi,RID64,Restaurant_122,Italian,547.56,27,4.3,DID2624,2.8,12.4,3.08,196,No,CAM5,Cash,Cancelled,Yes,11/17/2023 3:00
OID107684,CID2146,Chennai,RID141,Restaurant_123,South Indian,199.19,13,3.5,DID1154,3.9,9.3,4.13,106,No,CAM14,Credit Card,Late,No,11/17/2023 4:00
OID107685,CID3278,Ahmedabad,RID176,Restaurant_123,Mexican,267.15,40,3.7,DID1043,4.7,13.8,3.46,191,No,CAM9,UPI,Cancelled,Yes,11/17/2023 5:00
OID107686,CID6775,Surat,RID76,Restaurant_98,Thai,272.38,31,2.3,DID2026,,16.8,3.62,195,Yes,CAM3,Net Banking,Cancelled,Yes,11/17/2023 6:00
OID107687,CID7495,Jaipur,RID126,Restaurant_85,Street Food,290.68,38,4.3,DID1469,5,24.1,3.42,158,Yes,CAM18,UPI,Cancelled,Yes,11/17/2023 7:00
OID107688,CID6749,Hyderabad,RID198,Restaurant_67,Biryani,327.74,54,4.3,DID3904,4.9,13.9,3.5,228,No,CAM13,Net Banking,Late,Yes,11/17/2023 8:00
OID107689,CID2520,Surat,RID95,Restaurant_1,North Indian,436.39,27,2.9,DID4756,4.5,8.5,2.13,247,No,CAM19,Credit Card,On Time,No,11/17/2023 9:00
OID107690,CID9755,Bangalore,RID75,Restaurant_35,Bakery,529.85,5,3,DID1559,,14.2,4.64,147,No,CAM13,Wallet,On Time,Yes,11/17/2023 10:00
OID107691,CID9730,Ahmedabad,RID61,Restaurant_58,North Indian,562.2,38,2.7,DID2339,3.5,21.9,2.54,212,No,CAM12,Wallet,Late,Yes,11/17/2023 11:00
OID107692,CID8231,Lucknow,RID165,Restaurant_77,Italian,274.33,34,4.4,DID3745,3.5,13.8,6.78,273,No,CAM14,UPI,Late,No,11/17/2023 12:00
OID107693,CID2315,Kolkata,RID22,Restaurant_121,Fast Food,273.29,23,4.2,DID4066,,13,3.88,119,No,CAM3,Credit Card,Cancelled,Yes,11/17/2023 13:00
OID107694,CID2870,Kolkata,RID130,Restaurant_196,Biryani,597.37,37,3.8,DID2901,3.4,23.6,5.32,,Yes,CAM7,Cash,Late,No,11/17/2023 14:00
OID107695,CID6052,Hyderabad,RID138,Restaurant_32,South Indian,497.01,41,2.7,DID2985,2.7,13.1,5.32,125,Yes,CAM1,Net Banking,On Time,Yes,11/17/2023 15:00
OID107696,CID9611,Ahmedabad,RID103,Restaurant_73,Street Food,412.43,21,2.5,DID2889,2.9,24.5,0.83,242,Yes,CAM18,Cash,Late,No,11/17/2023 16:00
OID107697,CID8021,Lucknow,RID80,Restaurant_89,South Indian,471,28,2.2,DID1279,4.3,22.2,3.97,163,Yes,CAM16,UPI,Cancelled,No,11/17/2023 17:00
OID107698,CID1645,Surat,RID93,Restaurant_30,Continental,395.53,50,2.1,DID1338,3.5,19.6,7.94,101,No,CAM14,Cash,On Time,Yes,11/17/2023 18:00
OID107699,CID1918,Pune,RID154,Restaurant_50,Italian,478.69,23,2.6,DID3246,3,18.2,2.95,302,Yes,CAM4,Wallet,On Time,No,11/17/2023 19:00
OID107700,CID6915,Jaipur,RID69,Restaurant_116,Fast Food,349.59,33,2.3,DID3691,4.5,11.8,9.04,106,No,CAM5,Wallet,Late,Yes,11/17/2023 20:00
OID107701,CID1714,Mumbai,RID117,Restaurant_70,South Indian,440.32,5,3.7,DID1992,3.7,20.4,5.59,186,Yes,CAM7,UPI,On Time,No,11/17/2023 21:00
OID107702,CID1071,Surat,RID140,Restaurant_169,Continental,173.42,14,3.1,DID3922,3.9,13.9,5.53,259,Yes,CAM17,Net Banking,Late,Yes,11/17/2023 22:00
OID107703,CID4008,Indore,RID14,Restaurant_2,Fast Food,296.83,34,3.3,DID4891,2.9,16.3,4.98,254,No,CAM11,Credit Card,Cancelled,Yes,11/17/2023 23:00
OID107704,CID5290,Jaipur,RID15,Restaurant_200,South Indian,298.45,47,3.8,DID2792,3,9.8,6.59,233,No,CAM19,UPI,Late,Yes,11/18/2023 0:00
OID107705,CID5419,Ahmedabad,RID122,Restaurant_33,Fast Food,343.84,16,4,DID1574,2.8,13,6.7,147,No,CAM11,Wallet,Cancelled,No,11/18/2023 1:00
OID107706,CID3964,Ahmedabad,RID162,Restaurant_137,Biryani,261.02,33,3.9,DID2928,3.8,17,4.46,245,No,CAM4,Credit Card,Late,No,11/18/2023 2:00
OID107707,CID9566,Chennai,RID147,Restaurant_166,Bakery,319.97,27,,DID4360,4.4,16,3.64,201,No,CAM9,Cash,Late,Yes,11/18/2023 3:00
OID107708,CID8327,Chennai,RID45,Restaurant_42,Bakery,172.84,43,4.4,DID2143,4.3,13.8,1.65,233,Yes,CAM7,Cash,On Time,Yes,11/18/2023 4:00
OID107709,CID9049,Lucknow,RID189,Restaurant_108,Fast Food,482.31,17,4.8,DID4447,3.2,16,6.13,310,No,CAM9,Wallet,Cancelled,Yes,11/18/2023 5:00
OID107710,CID6727,Lucknow,RID70,Restaurant_92,Bakery,387.62,37,2.9,DID1660,4.6,20.7,4.63,105,Yes,CAM13,UPI,On Time,Yes,11/18/2023 6:00
OID107711,CID8586,Bangalore,RID193,Restaurant_166,South Indian,144.22,24,2.1,DID1698,2.8,15.8,2.81,231,Yes,CAM18,UPI,On Time,No,11/18/2023 7:00
OID107712,CID1815,Chennai,RID110,Restaurant_198,Chinese,274.78,35,4.7,DID4434,2.8,16.6,3.34,211,No,CAM5,Wallet,Cancelled,Yes,11/18/2023 8:00
OID107713,CID4816,Kolkata,RID56,Restaurant_111,Italian,450.49,33,4.8,DID1073,4.6,19.9,4.36,276,No,CAM8,Net Banking,On Time,Yes,11/18/2023 9:00
OID107714,CID1272,Jaipur,RID103,Restaurant_88,Italian,318.55,29,2.2,DID3486,3.1,22.3,2.54,342,Yes,CAM19,Wallet,Cancelled,Yes,11/18/2023 10:00
OID107715,CID3314,Ahmedabad,RID106,Restaurant_47,Bakery,295.46,38,2,DID1411,4.3,17,4.6,340,No,CAM10,Cash,On Time,Yes,11/18/2023 11:00
OID107716,CID4214,Surat,RID154,Restaurant_146,Bakery,388.81,33,4.4,DID1725,2.5,24.1,1.26,267,No,CAM17,UPI,Cancelled,No,11/18/2023 12:00
OID107717,CID1295,Mumbai,RID134,Restaurant_58,Thai,451.54,30,2.9,DID2204,2.7,14,3.44,152,No,CAM9,Wallet,On Time,Yes,11/18/2023 13:00
OID107718,CID3023,Chennai,RID62,Restaurant_171,South Indian,184.55,28,4.7,DID1508,4,12.3,2.18,,No,CAM2,Wallet,Late,No,11/18/2023 14:00
OID107719,CID2665,Chennai,RID123,Restaurant_97,Biryani,482.52,33,2.7,DID3189,3,19.8,4.9,258,No,CAM1,Net Banking,Late,No,11/18/2023 15:00
OID107720,CID3456,Kolkata,RID90,Restaurant_123,Fast Food,279.96,35,4.6,DID4036,2.6,11,2.54,97,Yes,CAM6,Cash,Late,No,11/18/2023 16:00
OID107721,CID6568,Lucknow,RID93,Restaurant_93,Thai,397.31,20,2.2,DID2600,3.7,23.3,3.38,181,Yes,CAM16,Wallet,Cancelled,Yes,11/18/2023 17:00
OID107722,CID1216,Hyderabad,RID164,Restaurant_100,South Indian,394.69,28,2.8,DID1689,3.3,14.6,9.02,141,No,CAM8,Cash,Cancelled,No,11/18/2023 18:00
OID107723,CID2045,Lucknow,RID167,Restaurant_46,Bakery,320.94,19,4.9,DID1317,4.5,19.9,6.23,106,No,CAM1,Cash,Cancelled,Yes,11/18/2023 19:00
OID107724,CID9309,Lucknow,RID94,Restaurant_117,Street Food,246.45,32,2.7,DID3750,4.5,17.7,5.7,220,No,CAM1,Net Banking,Cancelled,Yes,11/18/2023 20:00
OID107725,CID7413,Indore,RID166,Restaurant_95,Biryani,357.15,25,2.4,DID4127,4,8.9,7.1,263,Yes,CAM17,Credit Card,On Time,Yes,11/18/2023 21:00
OID107726,CID1591,Pune,RID5,Restaurant_195,Biryani,643.8,41,4.6,DID1045,,20.1,5.52,248,Yes,CAM14,Cash,Late,No,11/18/2023 22:00
OID107727,CID9083,Hyderabad,RID72,Restaurant_65,Italian,195.75,40,2.4,DID3774,3.7,21.4,1.69,209,Yes,CAM20,Cash,Cancelled,No,11/18/2023 23:00
OID107728,CID5509,Mumbai,RID87,Restaurant_88,North Indian,653.85,21,2.3,DID2119,4.3,24.7,1.87,172,No,CAM13,Net Banking,Cancelled,Yes,11/19/2023 0:00
OID107729,CID3800,Pune,RID140,Restaurant_173,Italian,361.04,32,3,DID1628,2.7,15.1,0.5,158,Yes,CAM13,Credit Card,Cancelled,Yes,11/19/2023 1:00
OID107730,CID1376,Pune,RID63,Restaurant_67,Biryani,405.31,40,3.9,DID2804,3.3,16.5,4.9,270,Yes,CAM3,Credit Card,Cancelled,Yes,11/19/2023 2:00
OID107731,CID7578,Kolkata,RID139,Restaurant_4,Italian,236.99,30,4.1,DID2466,4.6,22.9,2.38,159,No,CAM2,Cash,On Time,Yes,11/19/2023 3:00
OID107732,CID6646,Kolkata,RID127,Restaurant_60,Italian,284.31,23,4.6,DID1728,3.5,12.6,3.36,157,No,CAM4,Net Banking,Late,No,11/19/2023 4:00
OID107733,CID3445,Chennai,RID93,Restaurant_200,Mexican,324.56,19,3.6,DID1887,4.1,11.2,3.86,233,No,CAM13,Net Banking,On Time,No,11/19/2023 5:00
OID107734,CID3968,Surat,RID10,Restaurant_79,Biryani,243.15,42,3.2,DID3926,2.7,10.3,3.28,122,No,CAM17,Wallet,Late,No,11/19/2023 6:00
OID107735,CID3655,Bangalore,RID4,Restaurant_150,Fast Food,368.66,43,3.1,DID1141,4.4,24.6,4.43,207,Yes,CAM7,Net Banking,Late,No,11/19/2023 7:00
OID107736,CID4720,Hyderabad,RID190,Restaurant_163,Mexican,338.95,30,,DID4656,2.8,12.6,3.93,158,Yes,CAM3,Cash,On Time,No,11/19/2023 8:00
OID107737,CID4097,Lucknow,RID128,Restaurant_131,Biryani,677.62,41,4.2,DID3764,4.7,20.9,3.73,146,Yes,CAM3,Cash,On Time,No,11/19/2023 9:00
OID107738,CID7685,Chennai,RID192,Restaurant_194,Bakery,225.1,5,4.7,DID3180,2.8,15.6,1.4,180,No,CAM7,Wallet,Cancelled,No,11/19/2023 10:00
OID107739,CID4454,Delhi,RID119,Restaurant_147,North Indian,415.4,48,4.9,DID1885,4.7,12.1,4.98,260,Yes,CAM20,Net Banking,Cancelled,Yes,11/19/2023 11:00
OID107740,CID2950,Bangalore,RID9,Restaurant_64,North Indian,437.18,30,2.9,DID2810,3.4,23.5,8.85,214,Yes,CAM11,UPI,On Time,No,11/19/2023 12:00
OID107741,CID1256,Surat,RID158,Restaurant_155,Continental,239.45,34,3.6,DID3853,4.1,15.9,5.05,223,No,CAM1,UPI,Cancelled,No,11/19/2023 13:00
OID107742,CID7298,Kolkata,RID149,Restaurant_115,Fast Food,503.02,28,3.9,DID1195,4.6,17.6,9.04,261,No,CAM2,Credit Card,On Time,No,11/19/2023 14:00
OID107743,CID3754,Lucknow,RID14,Restaurant_93,Fast Food,340.25,49,2.5,DID4426,2.5,11.8,3.36,250,Yes,CAM3,Credit Card,On Time,Yes,11/19/2023 15:00
OID107744,CID1685,Delhi,RID188,Restaurant_159,Italian,50,19,2.2,DID3600,,13.5,3.99,186,Yes,CAM13,UPI,On Time,Yes,11/19/2023 16:00
OID107745,CID1223,Jaipur,RID49,Restaurant_92,Bakery,498.98,50,4.6,DID4323,4.8,20.7,4.46,245,No,CAM17,Net Banking,Cancelled,No,11/19/2023 17:00
OID107746,CID9167,Lucknow,RID30,Restaurant_85,Chinese,232.46,37,3.6,DID3141,3.5,13.8,4.16,187,No,CAM2,Wallet,On Time,No,11/19/2023 18:00
OID107747,CID4204,Kolkata,RID114,Restaurant_61,Bakery,242.83,39,3.7,DID3625,4.3,16.6,6.83,235,No,CAM20,Wallet,On Time,Yes,11/19/2023 19:00
OID107748,CID1324,Chennai,RID38,Restaurant_103,Street Food,503.19,28,3.7,DID3713,2.9,9.9,0.5,283,No,CAM9,Cash,Cancelled,Yes,11/19/2023 20:00
OID107749,CID3229,Lucknow,RID25,Restaurant_169,North Indian,347.93,16,4.3,DID3934,4.2,22.5,3.59,242,Yes,CAM3,Wallet,On Time,No,11/19/2023 21:00
OID107750,CID5287,Kolkata,RID162,Restaurant_77,South Indian,537.67,43,2.4,DID3703,2.7,20.5,7.83,100,Yes,CAM10,Cash,On Time,Yes,11/19/2023 22:00
OID107751,CID3830,Kolkata,RID20,Restaurant_161,Thai,581.52,36,3.8,DID4674,4.3,20.9,3.51,160,No,CAM20,Credit Card,On Time,Yes,11/19/2023 23:00
OID107752,CID7306,Kolkata,RID59,Restaurant_44,South Indian,303.26,48,3.4,DID1421,3.3,11,6.36,252,Yes,CAM3,UPI,Late,No,11/20/2023 0:00
OID107753,CID7938,Surat,RID197,Restaurant_47,Biryani,518.99,30,4.7,DID2599,3.7,16.4,5.71,28,No,CAM11,Wallet,On Time,No,11/20/2023 1:00
OID107754,CID3275,Jaipur,RID93,Restaurant_176,Bakery,286.68,27,3.6,DID3827,2.9,8.5,4.35,226,Yes,CAM2,Cash,On Time,Yes,11/20/2023 2:00
OID107755,CID5252,Mumbai,RID151,Restaurant_13,Italian,734.97,49,4.8,DID2262,4.1,13.4,5.13,221,Yes,CAM15,Net Banking,Late,Yes,11/20/2023 3:00
OID107756,CID8392,Mumbai,RID181,Restaurant_149,Biryani,296.06,55,3.1,DID2818,3.3,13.9,4.33,418,No,CAM14,Cash,Cancelled,Yes,11/20/2023 4:00
OID107757,CID6955,Surat,RID129,Restaurant_68,Fast Food,553.91,32,4.9,DID1214,3.5,23.5,0.5,,No,CAM6,Net Banking,Cancelled,No,11/20/2023 5:00
OID107758,CID4919,Jaipur,RID1,Restaurant_113,Continental,526.57,23,4.6,DID3450,4.1,24.9,5.42,191,No,CAM17,Wallet,Late,Yes,11/20/2023 6:00
OID107759,CID8693,Bangalore,RID73,Restaurant_9,North Indian,447.41,42,3.8,DID1019,2.9,18.5,3.27,293,No,CAM7,Credit Card,On Time,No,11/20/2023 7:00
OID107760,CID5723,Bangalore,RID50,Restaurant_85,Biryani,299.42,29,3.1,DID1199,4.6,16.8,1.75,172,Yes,CAM19,Wallet,Late,No,11/20/2023 8:00
OID107761,CID1407,Lucknow,RID54,Restaurant_66,Street Food,377.29,39,,DID4163,4.3,15.5,5.27,203,Yes,CAM15,Cash,Cancelled,No,11/20/2023 9:00
OID107762,CID6351,Bangalore,RID61,Restaurant_67,Biryani,76.96,87,4.3,DID2545,3.9,8.3,5.14,207,Yes,CAM14,Credit Card,Cancelled,No,11/20/2023 10:00
OID107763,CID9107,Hyderabad,RID29,Restaurant_127,Thai,433.66,51,3.7,DID4142,2.8,21.6,6.46,248,No,CAM5,Credit Card,On Time,Yes,11/20/2023 11:00
OID107764,CID2507,Surat,RID194,Restaurant_102,Biryani,452.44,24,3.2,DID1826,4.2,19.4,3.98,,Yes,CAM2,Credit Card,Cancelled,Yes,11/20/2023 12:00
OID107765,CID5539,Surat,RID96,Restaurant_92,Street Food,420.02,38,3.9,DID4804,,19,6.22,267,No,CAM12,Cash,On Time,No,11/20/2023 13:00
OID107766,CID5998,Surat,RID173,Restaurant_130,Street Food,50,26,4.2,DID2022,4.5,21.8,4.54,158,Yes,CAM8,UPI,On Time,Yes,11/20/2023 14:00
OID107767,CID7406,Surat,RID108,Restaurant_182,Continental,210.15,29,2.1,DID2534,,23.8,5.19,365,No,CAM9,Credit Card,On Time,Yes,11/20/2023 15:00
OID107768,CID7020,Bangalore,RID149,Restaurant_179,Continental,287.79,27,2.3,DID4722,2.8,14.6,5.36,79,No,CAM9,Net Banking,Late,No,11/20/2023 16:00
OID107769,CID7684,Chennai,RID108,Restaurant_52,Mexican,443.75,41,2.3,DID1977,2.9,15.2,1.84,139,Yes,CAM1,Credit Card,Late,No,11/20/2023 17:00
OID107770,CID9127,Kolkata,RID68,Restaurant_157,Street Food,443.4,43,2.7,DID1819,4.9,24.6,5.25,38,No,CAM16,Cash,On Time,Yes,11/20/2023 18:00
OID107771,CID5189,Jaipur,RID5,Restaurant_170,South Indian,374.47,39,3.3,DID1374,4.4,19.3,4.71,437,No,CAM15,Credit Card,Late,Yes,11/20/2023 19:00
OID107772,CID1814,Ahmedabad,RID30,Restaurant_197,Italian,495.29,31,4.4,DID1065,3.1,22.5,3.96,102,Yes,CAM15,Wallet,Late,No,11/20/2023 20:00
OID107773,CID7232,Bangalore,RID13,Restaurant_182,Fast Food,246.06,34,3.1,DID2727,4.9,11.8,4.73,261,No,CAM20,UPI,Cancelled,No,11/20/2023 21:00
